90,100,80,-30,-170,0,
90,100,80,-30,-170,0,
90,100,80,-30,-170,0,
90,100,80,-30,-170,0,
90,100,80,-30,-170,0,
90,100,80,-30,-170,0,
90,100,80,-30,-170,0,
90,100,80,-30,-170,0,
90,100,80,-30,-170,0,
90.0024,100.011,80.0025,-29.9894,-169.995,0.000288014,
90.0011,100.013,80.0052,-29.309,-169.655,0.102598,
90.0024,100.014,80.0073,-27.3719,-168.524,0.103971,
90.0011,100.017,80.019,-24.488,-166.425,0.102598,
90.0004,100.019,80.0869,-20.9072,-163.32,0.103971,
89.9997,100.021,80.2813,-17.8413,-160.351,0.102598,
89.999,100.037,80.6884,-13.9727,-156.48,0.105345,
89.9997,100.052,81.4321,-10.2559,-153.071,0.103971,
89.9963,100.207,82.4044,-6.51851,-150.25,0.103285,
89.999,100.967,83.5023,-2.77424,-147.921,0.103285,
90.0004,102.177,84.5563,0.68989,-145.621,0.103285,
89.9997,103.253,85.2169,2.71755,-143.236,0.102598,
89.9997,104.276,85.578,3.764,-140.101,0.101225,
90.0018,105.129,85.644,3.99883,-136.431,0.100538,
90.0011,105.83,85.6433,3.99128,-132.874,0.100538,
89.999,106.462,85.6446,3.99609,-129.525,0.0998516,
89.999,107.049,85.6453,4.00227,-126.051,0.0998516,
89.9976,107.485,85.6446,4.00158,-123.014,0.097105,
89.9956,107.725,85.6419,3.98716,-120.698,0.097105,
89.9976,107.72,85.6405,3.7743,-119.818,0.099165,
89.9935,107.719,85.6412,3.57311,-119.387,0.097105,
89.988,107.715,85.6385,3.2703,-119.273,0.0964184,
89.9846,107.666,85.6206,1.61961,-119.821,0.097105,
89.9915,107.354,85.5883,-1.49158,-120.771,0.0977917,
89.9983,107.053,85.5931,-3.79665,-120.978,0.099165,
90.0059,107.035,85.5973,-3.80901,-120.328,0.0977917,
90.0038,107.033,85.5993,-2.12398,-118.897,0.0998516,
90.0052,107.031,85.5979,0.0382637,-116.551,0.102598,
90.0031,107.031,85.5986,1.81256,-113.637,0.100538,
90.0024,107.031,85.5966,3.26138,-110.639,0.100538,
90.0024,107.031,85.5973,4.43623,-108.006,0.0998516,
90.0024,107.035,85.6,5.60078,-106.329,0.099165,
90.0024,107.037,85.6007,7.55497,-105.326,0.0998516,
90.0024,107.04,85.6,10.3688,-104.88,0.099165,
90.0038,107.043,85.5959,13.2988,-104.912,0.0998516,
90.0045,107.048,85.5945,15.9794,-104.907,0.0964184,
90.0073,107.071,85.5959,17.1014,-104.901,0.0957317,
90.0079,107.215,85.5925,16.9806,-104.898,0.0936718,
90.0107,107.677,85.5904,16.035,-104.902,0.0902386,
90.0093,108.771,85.5835,13.456,-104.905,0.0826855,
90.0134,109.859,85.4908,9.85455,-104.904,0.0792522,
90.0162,110.892,85.3061,5.51083,-104.903,0.0792522,
90.0244,112.009,85.0177,1.20693,-104.903,0.0819988,
90.0347,113.139,84.649,-0.719793,-104.906,0.0819988,
90.0333,114.283,84.1285,-0.621603,-104.907,0.0813122,
90.0327,115.037,83.4165,-0.335271,-104.908,0.0799389,
90.0368,115.405,82.5554,-0.415609,-104.907,0.0826855,
90.0361,115.47,81.7692,-0.39501,-104.905,0.0861187,
90.0368,115.472,81.119,-0.373037,-104.905,0.0861187,
90.0361,115.474,80.9356,-0.27004,-104.907,0.0881786,
90.0333,115.473,80.9445,-0.251501,-104.907,0.0868053,
90.0327,115.474,80.9445,-0.248754,-104.907,0.0895519,
90.034,115.475,80.9514,-0.245321,-104.907,0.0888653,
90.032,115.473,81.0098,-0.249441,-104.91,0.0909252,
90.032,115.47,81.1457,-0.260427,-104.913,0.0895519,
90.0313,115.467,81.154,-0.272787,-104.913,0.0909252,
90.0306,115.464,81.154,-0.324285,-104.912,0.0895519,
90.0306,115.464,81.154,-0.324285,-104.912,0.0895519,
90.0306,115.464,81.154,-0.324285,-104.912,0.0895519,
90.0306,115.464,81.154,-0.324285,-104.912,0.0895519,
90.0306,115.464,81.154,-0.324285,-104.912,0.0895519,
90.0306,115.464,81.154,-0.324285,-104.912,0.0895519,
90.0306,115.464,81.154,-0.324285,-104.912,0.0895519,
90.0306,115.464,81.154,-0.324285,-104.912,0.0895519,
