Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	TotalEnvInteracts	Time
122	985.3221	6.245144	995.1852	973.93604	2.7	2.0024984	5.0	0.0	615000	16871.804954767227
123	990.736	6.5024734	1004.73615	982.1786	2.6	1.8	6.0	0.0	620000	16969.563135147095
124	982.29474	6.197801	993.80035	973.5695	2.7	2.2383032	8.0	0.0	625000	17068.428843975067
125	979.66943	12.115259	993.30255	955.7082	3.4	2.2891047	8.0	0.0	630000	17165.669692754745
126	980.3587	7.0615487	991.66516	970.3274	3.0	2.144761	8.0	0.0	635000	17263.548184394836
127	984.03436	6.5975747	992.64014	974.5808	2.6	2.3323808	8.0	0.0	640000	17361.518622636795
128	980.11865	9.03884	998.06726	965.92505	1.7	2.147091	6.0	0.0	645000	17459.979037046432
129	985.47314	5.570555	993.44183	975.1941	1.5	1.6881943	5.0	0.0	650000	17561.680609941483
130	990.88684	6.0013714	999.7178	979.4037	3.1	3.0149627	9.0	0.0	655000	17662.418699741364
131	989.9733	6.1144896	998.9188	977.9727	2.1	1.4456832	5.0	0.0	660000	17759.500116348267
132	981.7389	6.217951	991.4641	971.063	2.2	1.6613247	6.0	0.0	665000	17861.02013349533
133	977.4582	6.5781574	987.5686	971.0289	0.7	1.0049876	3.0	0.0	670000	17956.309245586395
134	990.0632	8.652519	1001.2459	975.701	2.0	1.8439089	6.0	0.0	675000	18051.531817913055
135	986.221	8.543955	997.41455	966.9729	1.8	1.8330302	4.0	0.0	680000	18149.62366271019
136	984.25964	8.662913	998.35297	970.5036	1.3	1.3453623	3.0	0.0	685000	18246.094830274582
137	985.12714	11.28586	1003.1841	967.65717	1.5	1.5652477	5.0	0.0	690000	18345.984610795975
138	989.23553	12.6012745	1005.73505	969.1437	1.9	1.8681543	5.0	0.0	695000	18435.403277873993
139	995.4206	10.353259	1013.6766	980.5659	1.9	1.1357816	3.0	0.0	700000	18526.606171131134
140	991.10046	9.374716	1010.003	974.9278	2.7	2.6851444	9.0	0.0	705000	18616.56838774681
141	990.4686	9.6499605	1001.2195	974.6196	1.4	1.2806249	3.0	0.0	710000	18706.219546556473
142	978.7684	12.921352	990.694	944.1519	1.4	1.1999999	4.0	0.0	715000	18808.368268013
143	973.25134	9.739874	988.7957	957.6656	0.4	0.66332495	2.0	0.0	720000	18907.629102945328
144	978.06134	7.0463386	989.38776	964.17773	1.3	1.5524175	5.0	0.0	725000	19010.028739452362
145	974.2407	9.95125	986.61835	957.8262	2.6	2.6907248	10.0	0.0	730000	19113.255425214767
146	987.33887	10.400179	1000.55054	967.7575	1.1	1.4456832	5.0	0.0	735000	19209.968068361282
147	991.7098	5.150172	1000.03033	980.9455	1.4	1.0198039	3.0	0.0	740000	19310.12825345993
148	994.92053	9.568756	1008.80585	979.6538	2.1	1.6999999	5.0	0.0	745000	19408.173171520233
149	983.25165	10.320199	999.52814	965.6327	2.4	1.7435595	5.0	0.0	750000	19507.77520632744
150	998.30115	13.575434	1022.3581	978.5636	3.6	2.4576411	8.0	0.0	755000	19597.317763328552
151	1009.9795	12.5069685	1032.9049	985.14404	9.2	3.5721142	16.0	5.0	760000	19690.00424695015
152	996.8971	13.139317	1011.1753	969.6226	4.6	2.6907248	11.0	0.0	765000	19788.401532888412
153	984.03284	15.987626	1012.995	955.2187	3.2	3.0265493	10.0	0.0	770000	19886.330592155457
154	989.9222	7.87861	1004.05853	975.7376	1.2	1.6	5.0	0.0	775000	19981.242427110672
155	991.77844	8.129577	1009.6577	980.4633	2.2	1.9899747	5.0	0.0	780000	20078.236212968826
156	988.67365	11.004826	1012.08136	977.02075	1.8	1.720465	5.0	0.0	785000	20172.712944984436
157	991.0939	10.135328	1005.07056	976.3123	3.8	2.2271059	8.0	1.0	790000	20267.468608379364
158	986.9574	11.98132	1005.923	973.0246	1.5	1.3601471	4.0	0.0	795000	20363.362058401108
159	986.82794	11.444124	1000.5781	960.4968	1.0	0.8944272	3.0	0.0	800000	20457.594120025635
160	1001.4128	7.4071345	1011.7009	987.7889	1.8	2.6	9.0	0.0	805000	20549.452387332916
161	996.79376	8.171229	1009.6901	978.8179	1.4	1.1999999	4.0	0.0	810000	20640.937916755676
162	994.1664	9.5870075	1008.09985	974.7661	1.5	1.8027756	6.0	0.0	815000	20734.60879969597
163	994.28455	10.897105	1010.8	973.73395	1.7	1.6763054	5.0	0.0	820000	20830.58396100998
164	986.7303	11.401854	1004.41095	966.8832	2.2	1.7776389	5.0	0.0	825000	20925.140078783035
165	1001.7001	9.023379	1016.8574	985.3783	2.7	2.0024984	7.0	0.0	830000	21023.285046577454
166	996.2875	13.770559	1020.9753	977.3285	2.1	2.0223749	6.0	0.0	835000	21123.673920869827
167	1007.362	10.600659	1019.9408	984.4047	2.3	1.5524175	6.0	0.0	840000	21221.600443840027
168	996.1703	9.495558	1009.58984	979.18396	1.1	1.0440307	3.0	0.0	845000	21319.24945807457
169	993.3117	11.145172	1011.9114	970.32806	1.1	1.3747728	4.0	0.0	850000	21421.6899664402
170	1004.54285	8.073507	1013.42334	990.05914	2.7	2.0024984	7.0	0.0	855000	21522.337378501892
171	984.97705	14.645178	1003.1258	958.5295	1.3	1.0049876	3.0	0.0	860000	21621.603225946426
172	1000.55725	7.7050247	1012.68274	990.0015	0.9	1.2206556	3.0	0.0	865000	21718.992697954178
173	1004.12256	11.028301	1026.1096	985.85425	1.3	1.2688577	4.0	0.0	870000	21817.825560331345
174	995.49884	12.929388	1018.0297	971.80664	1.4	1.3564659	4.0	0.0	875000	21915.92680811882
175	1009.97327	7.6608	1027.2666	997.4349	1.2	1.1661904	4.0	0.0	880000	22013.126490354538
176	1011.8169	8.973631	1032.1467	1001.6779	1.2	0.7483315	2.0	0.0	885000	22110.328845262527
177	986.33777	15.74191	1010.0054	959.54315	0.6	0.9165151	3.0	0.0	890000	22208.124491214752
178	992.21387	7.4442663	1004.2681	981.1475	0.9	1.4456832	5.0	0.0	895000	22307.25812268257
179	1000.0708	10.686287	1018.7073	985.96967	2.4	2.4576411	7.0	0.0	900000	22402.543211460114
180	993.54944	17.02674	1021.3284	965.08777	2.4	2.2	6.0	0.0	905000	22502.009247541428
181	996.1794	9.56179	1010.9553	979.7738	1.7	1.8466187	6.0	0.0	910000	22601.729903697968
182	989.2697	12.846341	1002.6114	954.3208	1.2	1.2489996	4.0	0.0	915000	22703.97846865654
183	984.3284	12.189214	1003.63385	966.48883	0.7	0.78102493	2.0	0.0	920000	22806.56767630577
184	999.9237	13.916486	1015.549	969.57745	1.1	1.1357818	4.0	0.0	925000	22909.3573346138
185	992.66016	16.390265	1023.9981	965.2884	1.3	1.0049876	3.0	0.0	930000	23012.69566011429
186	993.8568	17.639362	1011.85425	956.91595	1.7	1.4866068	5.0	0.0	935000	23114.33966088295
187	996.19495	7.8857036	1010.3956	983.9808	1.4	1.1999999	4.0	0.0	940000	23218.703924179077
188	995.67645	13.440776	1012.9293	970.492	0.9	1.2206556	3.0	0.0	945000	23318.69221496582
189	1001.81384	13.049642	1015.25916	967.68835	3.6	2.6532998	8.0	0.0	950000	23419.22078371048
190	999.31464	8.994891	1013.0115	984.40155	1.8	1.077033	3.0	0.0	955000	23517.49099469185
191	997.5646	11.779929	1021.15454	981.00085	1.4	1.4282856	4.0	0.0	960000	23612.508615493774
192	999.34247	12.568542	1017.5891	974.25336	1.5	1.6278821	5.0	0.0	965000	23707.32692337036
193	1010.64667	11.0307665	1025.4032	990.4152	3.2	2.3151674	7.0	0.0	970000	23800.922606945038
194	1012.534	7.155152	1020.538	1000.55707	1.2	0.97979593	3.0	0.0	975000	23896.232425928116
195	993.05304	12.241095	1015.6803	977.4324	1.2	1.7776389	6.0	0.0	980000	23991.91069459915
196	1000.54395	15.924778	1023.78937	971.014	0.8	0.74833155	2.0	0.0	985000	24091.044798374176
197	1004.61835	13.395174	1023.18677	979.6833	1.2	2.0880613	7.0	0.0	990000	24188.12323284149
198	1005.652	10.062565	1020.1257	985.03644	1.3	1.5524174	5.0	0.0	995000	24284.30490088463
199	1005.20624	7.5949764	1016.888	993.50085	1.2	1.3266499	4.0	0.0	1000000	24381.948071718216
