Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	TotalEnvInteracts	Time
174	1446.7776	12.306147	1463.7827	1426.6805	483.6	0.9165151	485.0	482.0	875000	9192.374951124191
175	1448.2255	21.73788	1474.2523	1395.3003	483.3	2.1931713	485.0	477.0	880000	9244.697167158127
176	1454.3605	20.974005	1484.5106	1419.9194	483.3	0.64031243	484.0	482.0	885000	9294.184688329697
177	1466.6982	16.793962	1493.4426	1443.823	483.8	1.1661904	485.0	481.0	890000	9344.419703722
178	1478.6539	11.885761	1494.2357	1458.2646	483.9	0.5385165	485.0	483.0	895000	9397.027293205261
179	1469.6599	12.794632	1496.1752	1455.6458	483.3	1.1874342	485.0	481.0	900000	9448.15640258789
180	1471.0808	14.914717	1492.7001	1440.5381	483.8	1.2489996	485.0	482.0	905000	9498.197353124619
181	1473.2621	16.022474	1496.5918	1445.1893	483.9	1.2206556	485.0	481.0	910000	9548.83517742157
182	1449.0374	30.625	1489.8568	1368.1404	480.7	9.592184	485.0	452.0	915000	9600.710324764252
183	1460.4133	22.259953	1487.0802	1421.089	483.9	0.7	485.0	483.0	920000	9652.25233054161
184	1457.5154	15.753219	1481.3481	1426.3414	483.7	0.90000004	485.0	482.0	925000	9702.16939496994
185	1467.7701	26.790232	1509.7065	1403.6987	483.8	1.2489996	485.0	481.0	930000	9752.405150651932
186	1452.6633	16.446573	1478.2701	1421.912	483.5	1.118034	485.0	482.0	935000	9804.924519062042
187	1459.0105	20.00272	1487.9779	1419.7257	483.8	0.6	485.0	483.0	940000	9854.975848674774
188	1468.3782	16.993477	1484.6996	1424.9413	483.5	1.2845232	485.0	480.0	945000	9905.096219062805
189	1477.592	10.183951	1502.728	1468.2402	483.9	1.1357816	485.0	482.0	950000	9956.324674844742
190	1475.5289	18.392185	1511.1289	1443.0175	483.5	1.024695	485.0	482.0	955000	10007.626472711563
191	1471.5182	16.784107	1506.0176	1451.9365	483.4	1.1135529	485.0	482.0	960000	10058.028562784195
192	1473.7747	12.614095	1501.4288	1453.8729	483.3	0.78102493	484.0	482.0	965000	10109.161519527435
193	1482.4202	18.363134	1512.3278	1443.2256	484.1	1.0440307	485.0	482.0	970000	10158.778044700623
194	1468.5764	16.243034	1490.5618	1438.843	483.8	0.74833155	485.0	482.0	975000	10209.977343797684
195	1481.8258	17.595087	1510.7229	1457.1901	484.3	0.9	485.0	483.0	980000	10261.132858514786
196	1490.4807	11.283112	1518.7513	1476.3141	483.9	0.83066237	485.0	482.0	985000	10312.32642698288
197	1491.1368	17.151037	1513.5237	1464.6519	483.6	1.356466	485.0	482.0	990000	10361.911648988724
198	1490.3209	12.442918	1508.4072	1474.0116	483.9	0.83066237	485.0	482.0	995000	10412.720428943634
199	1500.5052	18.872757	1528.913	1472.8263	484.4	0.66332495	485.0	483.0	1000000	10464.339356899261
