90,100,80,-30,-170,0,
90,100,80,-30,-170,0,
90,100,80,-30,-170,0,
90,100,80,-30,-170,0,
90,100,80,-30,-170,0,
90,100,80,-30,-170,0,
90,100,80,-30,-170,0,
90,100,80,-30,-170,0,
90,100,80,-30,-170,0,
90,100,80,-30,-170,0,
90,100,80,-30,-170,0,
90,100,80,-30,-170,0,
90,100,80,-30,-170,0,
90.0004,100.004,80.0011,-29.9956,-169.994,-0.00108528,
90.0004,99.9994,80.0018,-29.8803,-169.303,0.000288014,
90.0031,99.9973,80.0038,-29.1991,-165.967,0.00097466,
90.0011,99.9795,80.0032,-28.3504,-161.255,0.00097466,
90.0038,99.6526,80.0052,-27.683,-155.488,0.000288014,
90.0045,98.9008,80.0038,-26.8151,-148.462,0.00097466,
90.0038,97.971,80.0038,-25.5585,-140.754,0.00097466,
90.0024,96.777,80.0073,-23.7911,-132.059,0.000288014,
90.0031,95.5479,80.0059,-22.0978,-124.193,0.00166131,
90.0018,94.3881,80.0087,-20.121,-116.507,0.00097466,
90.0011,93.2188,80.008,-17.6291,-108.538,0.00166131,
90.0024,92.162,80.008,-14.9993,-101.223,0.00097466,
90.0024,91.336,80.0087,-12.7388,-95.0168,0.00166131,
90.0004,90.8224,80.0059,-11.016,-89.7482,0.000288014,
90.0031,90.4475,80.0093,-9.28982,-83.5512,0.00166131,
90.0031,90.4001,80.0066,-7.93987,-78.0601,0.00097466,
90.0045,90.4001,80.0066,-6.61945,-73.1128,0.000288014,
90.0038,90.3987,80.0066,-5.10677,-68.2644,0.00166131,
90.0031,90.3994,80.0059,-3.35514,-63.3014,0.00166131,
90.0024,90.398,80.0052,-1.58222,-58.9494,-0.000398631,
90.0024,90.3953,80.0045,-0.092199,-55.8314,0.000288014,
90.0018,90.3967,80.0025,0.58552,-54.5727,0.000288014,
90.0024,90.396,80.0018,1.75419,-51.8323,0.00166131,
90.0024,90.396,80.0018,1.75419,-51.8323,0.00166131,
90.0024,90.396,80.0018,1.75419,-51.8323,0.00166131,
90.0024,90.396,80.0018,1.75419,-51.8323,0.00166131,
90.0024,90.396,80.0018,1.75419,-51.8323,0.00166131,
90.0086,90.4241,80.0038,1.91487,-51.8467,0.00234795,
90.0155,90.4317,80.0052,3.09452,-51.8488,0.00097466,
90.034,90.6349,80.0038,6.23249,-51.9223,0.00234795,
90.2977,91.4795,79.9963,11.2958,-52.9522,-0.00108528,
91.0331,92.618,79.9228,16.4072,-55.2621,0.000288014,
92.2217,93.8381,79.5568,20.2682,-57.4814,-0.000398631,
93.8813,95.2039,78.6848,22.8727,-58.8588,0.00097466,
95.556,96.5202,77.534,23.9397,-59.1959,-0.000398631,
97.3715,98.0576,75.9842,23.8882,-60.0329,-0.000398631,
98.6528,99.3327,74.6357,23.8244,-61.5875,-0.000398631,
100.26,101.236,72.6094,23.823,-65.5851,0.000288014,
101.251,102.6,71.0115,23.8216,-69.589,0.000288014,
102.173,103.77,69.4494,23.8278,-73.1904,0.000288014,
103.061,104.805,67.8749,23.8271,-75.9377,0.00372124,
103.735,105.447,66.6259,23.8326,-77.7408,0.00234795,
104.215,106.01,65.5781,23.8367,-79.3998,0.00097466,
104.582,106.424,64.989,23.8539,-81.0244,0.00097466,
104.966,106.855,64.6106,23.9445,-82.1333,-0.00657844,
105.072,107.042,64.5529,23.9349,-82.3345,-0.00863838,
105.111,107.297,64.5516,23.8786,-82.351,-0.00383186,
105.112,107.296,64.5488,23.8793,-82.3503,-0.00314521,
105.115,107.297,64.5502,23.8786,-82.3503,-0.00177192,
105.113,107.298,64.5509,23.8807,-82.3517,-0.00245857,
105.112,107.3,64.5523,23.88,-82.3517,-0.00177192,
105.114,107.3,64.5523,23.8848,-82.3469,-0.00245857,
105.111,107.3,64.5536,23.8882,-82.3475,-0.000398631,
105.112,107.299,64.555,23.8861,-82.3462,-0.00314521,
105.114,107.3,64.555,23.8861,-82.3228,-0.0045185,
105.114,107.3,64.5529,23.8889,-82.1299,-0.0141315,
105.114,107.303,64.5536,23.8958,-81.7783,-0.120562,
105.114,107.301,64.5536,23.893,-80.8445,-1.4245,
105.114,107.303,64.555,23.8958,-80.0308,-4.26447,
105.114,107.305,64.5605,23.9047,-80.1771,-8.96662,
105.113,107.305,64.5729,23.9116,-81.1706,-14.9123,
105.114,107.309,64.5962,23.9727,-82.3153,-20.3588,
105.115,107.309,64.7349,24.0043,-83.1111,-25.5642,
105.116,107.311,64.945,24.0063,-83.1798,-29.7733,
105.116,107.312,65.2849,24.0056,-83.0081,-32.7925,
105.116,107.311,65.723,24.0015,-82.9896,-34.5888,
105.113,107.302,66.0697,23.8951,-82.9896,-35.6394,
105.113,107.301,66.1013,23.8429,-82.9896,-35.7382,
105.112,107.3,66.1006,23.8429,-82.9902,-35.7376,
105.111,107.3,66.1,23.8429,-82.9902,-35.7382,
105.111,107.3,66.1,23.8429,-82.9902,-35.7382,
105.111,107.3,66.1,23.8429,-82.9902,-35.7382,
105.111,107.3,66.1,23.8429,-82.9902,-35.7382,
105.111,107.3,66.1,23.8429,-82.9902,-35.7382,
105.111,107.3,66.1,23.8429,-82.9902,-35.7382,
105.111,107.3,66.1,23.8429,-82.9902,-35.7382,
105.111,107.3,66.1,23.8429,-82.9902,-35.7382,
105.111,107.3,66.1,23.8429,-82.9902,-35.7382,
105.111,107.3,66.1,23.8429,-82.9902,-35.7382,
